"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"perC","perC;","PerC family transcriptional regulator;hypothetical protein","0","29","76","124","0.0","81.04575163398692","0.0","3.685681632620779e-06","0.040958979983314714","3.1290282645771365e-05","1","0","1","1.0","1.0"
"group_153","","DNA methyltransferase","0","29","76","124","0.0","81.04575163398692","0.0","3.685681632620779e-06","0.040958979983314714","3.1290282645771365e-05","1","0","1","1.0","1.0"
"group_9667","","DNA-binding protein;hypothetical protein","1","35","75","118","1.3157894736842104","77.12418300653596","0.04495238095238095","3.777414477736081e-06","0.04197840709108107","3.194703736003125e-05","2","1","1","1.0","1.0"
"group_1690","","DUF2913 domain-containing protein;hypothetical protein","1","35","75","118","1.3157894736842104","77.12418300653596","0.04495238095238095","3.777414477736081e-06","0.04197840709108107","3.194703736003125e-05","2","1","1","1.0","1.0"
"group_1666","","hypothetical protein","1","35","75","118","1.3157894736842104","77.12418300653596","0.04495238095238095","3.777414477736081e-06","0.04197840709108107","3.194703736003125e-05","2","1","1","1.0","1.0"
"group_1664","","Cloacin","1","35","75","118","1.3157894736842104","77.12418300653596","0.04495238095238095","3.777414477736081e-06","0.04197840709108107","3.194703736003125e-05","2","1","1","1.0","1.0"
"orfB",";orfB","IS1 transposase;IS1 OrfB","1","35","75","118","1.3157894736842104","77.12418300653596","0.04495238095238095","3.777414477736081e-06","0.04197840709108107","3.194703736003125e-05","2","1","1","1.0","1.0"
"group_1293","","DUF2560 domain-containing protein;hypothetical protein","23","10","53","143","30.263157894736842","93.4640522875817","6.20566037735849","4.21366996781054e-06","0.04682651435227853","3.56095166177023e-05","3","3","1","0.25","1.0"
"group_759","","Gp21","6","54","70","99","7.894736842105263","64.70588235294117","0.15714285714285714","4.968748710869846e-06","0.055217704423896605","4.192688263014169e-05","3","2","1","1.0","1.0"
"group_695","","Site-specific DNA-methyltransferase (adenine-specific)","6","54","70","99","7.894736842105263","64.70588235294117","0.15714285714285714","4.968748710869846e-06","0.055217704423896605","4.192688263014169e-05","3","2","1","1.0","1.0"
"group_1449","","IraD/Gp25-like domain-containing protein","6","53","70","100","7.894736842105263","65.359477124183","0.16172506738544473","5.195553688895824e-06","0.0577381881446993","4.374105162477219e-05","3","2","1","1.0","1.0"
"group_1322","","Phage baseplate assembly protein V","6","53","70","100","7.894736842105263","65.359477124183","0.16172506738544473","5.195553688895824e-06","0.0577381881446993","4.374105162477219e-05","3","2","1","1.0","1.0"
"group_555","","Phage major tail tube protein","6","53","70","100","7.894736842105263","65.359477124183","0.16172506738544473","5.195553688895824e-06","0.0577381881446993","4.374105162477219e-05","3","2","1","1.0","1.0"
"group_10364","","Fimbrial protein","74","114","2","39","97.36842105263158","25.49019607843137","12.657894736842104","5.374320513402597e-06","0.05972482386544306","4.5109383584171504e-05","3","1","2","1.0","1.0"
"group_7798","","HTH luxR-type domain-containing protein","74","114","2","39","97.36842105263158","25.49019607843137","12.657894736842104","5.374320513402597e-06","0.05972482386544306","4.5109383584171504e-05","3","1","2","1.0","1.0"
"group_7794","","Pilin chaperone","74","114","2","39","97.36842105263158","25.49019607843137","12.657894736842104","5.374320513402597e-06","0.05972482386544306","4.5109383584171504e-05","3","1","2","1.0","1.0"
"group_1359","","DNA-binding protein","2","39","74","114","2.631578947368421","74.50980392156863","0.079002079002079","5.374320513402598e-06","0.05972482386544307","4.5109383584171504e-05","3","2","1","1.0","1.0"
"group_10510","","Dpoa decarboxylase","13","73","63","80","17.105263157894736","52.28758169934641","0.22613611654707544","5.4857914616783975e-06","0.06096360051363203","4.601026453859021e-05","3","3","1","0.25","1.0"
"group_6592","","ATP-binding component of an ABC superfamily iron transporter","57","66","19","87","75.0","56.86274509803921","3.9545454545454546","5.528028395036614e-06","0.06143297955404189","4.632954717499388e-05","3","3","1","0.25","1.0"
"group_8121","","hypothetical protein","30","19","46","134","39.473684210526315","87.58169934640523","4.5995423340961095","5.692491177712641e-06","0.06326065445792058","4.767193252292432e-05","3","3","0","0.25","0.25"
"rmpA2_rmpA",";rmpA2;rmpA","Regulator of mucoid phenotype A;hypothetical protein;regulator of mucoid phenotype RmpA2;mucoid phenotype A regulator RmpA","40","34","36","119","52.63157894736842","77.77777777777779","3.888888888888889","5.752537124957327e-06","0.06392794506965077","4.813851285365269e-05","3","3","1","0.25","1.0"
"group_3321","","isocitrate dehydrogenase (NADP(+))","52","56","24","97","68.42105263157895","63.39869281045751","3.7529761904761907","6.200888325648211e-06","0.06891047196292857","5.185137092771149e-05","3","1","3","0.25","1.0"
"group_427","","Deoxyribose-phosphate aldolase;hypothetical protein","73","110","3","43","96.05263157894737","28.104575163398692","9.512121212121212","6.31582866090211e-06","0.07018780390860516","5.2772784893688085e-05","3","1","2","1.0","1.0"
"group_597","","hypothetical protein;Glycosyltransferase family 1","76","125","0","28","100.0","18.30065359477124","inf","6.604096242966079e-06","0.07339132154808203","5.448501970904383e-05","1","1","0","1.0","1.0"
"group_10041","","Phage protein;hypothetical protein","0","28","76","125","0.0","81.69934640522875","0.0","6.604096242966079e-06","0.07339132154808203","5.448501970904383e-05","1","0","1","1.0","1.0"
"group_9861","","Integrase","0","28","76","125","0.0","81.69934640522875","0.0","6.604096242966079e-06","0.07339132154808203","5.448501970904383e-05","1","0","1","1.0","1.0"
"group_9398","","2-polyprenylphenol hydroxylase related flavodoxin oxidoreductase","0","28","76","125","0.0","81.69934640522875","0.0","6.604096242966079e-06","0.07339132154808203","5.448501970904383e-05","1","0","1","1.0","1.0"
"group_8572","","Glycine betaine transporter","0","28","76","125","0.0","81.69934640522875","0.0","6.604096242966079e-06","0.07339132154808203","5.448501970904383e-05","1","0","1","1.0","1.0"
"group_7466","","Prophage protein","0","28","76","125","0.0","81.69934640522875","0.0","6.604096242966079e-06","0.07339132154808203","5.448501970904383e-05","1","0","1","1.0","1.0"
"group_6263","","Bacteriophage T7 Gp4 DNA primase/helicase N-terminal domain-containing protein","0","28","76","125","0.0","81.69934640522875","0.0","6.604096242966079e-06","0.07339132154808203","5.448501970904383e-05","1","0","1","1.0","1.0"
"group_6028","","FidL-like membrane protein","0","28","76","125","0.0","81.69934640522875","0.0","6.604096242966079e-06","0.07339132154808203","5.448501970904383e-05","1","0","1","1.0","1.0"
"group_5631","","N-acetyltransferase domain-containing protein","0","28","76","125","0.0","81.69934640522875","0.0","6.604096242966079e-06","0.07339132154808203","5.448501970904383e-05","1","0","1","1.0","1.0"
"cusF","cusF","CusF","0","28","76","125","0.0","81.69934640522875","0.0","6.604096242966079e-06","0.07339132154808203","5.448501970904383e-05","1","0","1","1.0","1.0"
"group_2975","tnp","IS3 family ISKpn18 transposase ORF B","0","28","76","125","0.0","81.69934640522875","0.0","6.604096242966079e-06","0.07339132154808203","5.448501970904383e-05","1","0","1","1.0","1.0"
"group_2656","","hypothetical protein","0","28","76","125","0.0","81.69934640522875","0.0","6.604096242966079e-06","0.07339132154808203","5.448501970904383e-05","1","0","1","1.0","1.0"
"group_2254","","DUF2254 domain-containing protein","0","28","76","125","0.0","81.69934640522875","0.0","6.604096242966079e-06","0.07339132154808203","5.448501970904383e-05","1","0","1","1.0","1.0"
"group_1296","","DNA methylase","0","28","76","125","0.0","81.69934640522875","0.0","6.604096242966079e-06","0.07339132154808203","5.448501970904383e-05","1","0","1","1.0","1.0"
"group_1053",";tnp","Integrase catalytic domain-containing protein;ISNCY family ISLad2 transposase","0","28","76","125","0.0","81.69934640522875","0.0","6.604096242966079e-06","0.07339132154808203","5.448501970904383e-05","1","0","1","1.0","1.0"
"group_409","","dTDP-glucose 46-dehydratase","0","28","76","125","0.0","81.69934640522875","0.0","6.604096242966079e-06","0.07339132154808203","5.448501970904383e-05","1","0","1","1.0","1.0"
"group_353","","Bacteriophage lambda Replication protein O N-terminal domain-containing protein;hypothetical protein","0","28","76","125","0.0","81.69934640522875","0.0","6.604096242966079e-06","0.07339132154808203","5.448501970904383e-05","1","0","1","1.0","1.0"
"group_1242","tnp","IS1 family ISKpn14 transposase ORF A;IS1 family IS1B transposase ORF A","1","34","75","119","1.3157894736842104","77.77777777777779","0.04666666666666667","7.329645321826585e-06","0.08145434846145884","6.042607452630478e-05","3","1","2","1.0","1.0"
"group_10471","","Retron-type reverse transcriptase","15","3","61","150","19.736842105263158","98.0392156862745","12.295081967213115","7.6048467008934885e-06","0.08451266138702934","6.264837760343168e-05","3","2","1","1.0","1.0"
"group_8611","","Oxaloacetate decarboxylase beta chain","75","120","1","33","98.68421052631578","21.568627450980394","20.625","7.65836489984165e-06","0.08510740913194025","6.299586168167301e-05","2","1","1","1.0","1.0"
"group_1394","","hypothetical protein","1","33","75","120","1.3157894736842104","78.43137254901961","0.048484848484848485","7.65836489984165e-06","0.08510740913194025","6.299586168167301e-05","2","1","1","1.0","1.0"
"group_10059","","Phage tail assembly chaperone","12","1","64","152","15.789473684210526","99.34640522875817","28.5","9.062104625348157e-06","0.10070716870149407","7.443249719253073e-05","3","2","1","1.0","1.0"
"group_5953","","Phage tail protein","12","1","64","152","15.789473684210526","99.34640522875817","28.5","9.062104625348157e-06","0.10070716870149407","7.443249719253073e-05","3","2","1","1.0","1.0"
"group_10509","","Tail protein;Phage tail assembly protein","6","52","70","101","7.894736842105263","66.01307189542483","0.16648351648351647","9.165457202050155e-06","0.10185572588638336","7.52257945985106e-05","3","2","1","1.0","1.0"
"group_977","","Secreted protein","24","12","52","141","31.57894736842105","92.15686274509804","5.423076923076923","1.0059048615315747e-05","0.1117862072620039","8.249904594981838e-05","3","3","1","0.25","1.0"
"group_10523","","hypothetical protein","2","37","74","116","2.631578947368421","75.81699346405229","0.08473338203067933","1.0356465280269452e-05","0.11509139865963443","8.481311618248669e-05","3","2","1","1.0","1.0"
"group_10503","","DNA replication protein","2","37","74","116","2.631578947368421","75.81699346405229","0.08473338203067933","1.0356465280269452e-05","0.11509139865963443","8.481311618248669e-05","2","1","1","1.0","1.0"
"group_10426","","peptidylprolyl isomerase;hypothetical protein","74","115","2","38","97.36842105263158","24.836601307189543","12.226086956521739","1.0512160456227305e-05","0.11682163915005404","8.602477109724156e-05","3","1","2","1.0","1.0"
"group_3497","","Transposase","10","0","66","153","13.157894736842104","100.0","inf","1.0659655582549528e-05","0.1184607524888729","8.697558919887879e-05","2","2","0","0.5","0.5"
"group_3486","","Integrase catalytic domain-containing protein","10","0","66","153","13.157894736842104","100.0","inf","1.0659655582549528e-05","0.1184607524888729","8.697558919887879e-05","2","2","0","0.5","0.5"
"group_3480","","Integrase catalytic domain-containing protein","10","0","66","153","13.157894736842104","100.0","inf","1.0659655582549528e-05","0.1184607524888729","8.697558919887879e-05","2","2","0","0.5","0.5"
"group_1410","","hypothetical protein","10","0","66","153","13.157894736842104","100.0","inf","1.0659655582549528e-05","0.1184607524888729","8.697558919887879e-05","2","2","0","0.5","0.5"
"group_1205","","Transcriptional repressor","56","65","20","88","73.68421052631578","57.51633986928104","3.790769230769231","1.0744766450534673e-05","0.11940658956479182","8.760571501452078e-05","3","3","1","0.25","1.0"
"group_1768","","DNA-binding protein","3","41","73","112","3.9473684210526314","73.20261437908496","0.11226194453725359","1.1547887608238536e-05","0.12833167499035486","9.35021012335576e-05","3","2","1","1.0","1.0"
"group_1314","","Lysozyme;Endolysin","3","41","73","112","3.9473684210526314","73.20261437908496","0.11226194453725359","1.1547887608238536e-05","0.12833167499035486","9.35021012335576e-05","3","2","1","1.0","1.0"
"irp1","irp1;","yersiniabactin biosynthetic protein Irp1;hypothetical protein","72","108","4","45","94.73684210526315","29.411764705882355","7.5","1.1577332070311821e-05","0.12865889129737526","9.35021012335576e-05","3","1","2","1.0","1.0"
"ybtE","ybtE;","yersiniabactin biosynthesis salycil-AMP ligase YbtE;hypothetical protein","72","108","4","45","94.73684210526315","29.411764705882355","7.5","1.1577332070311821e-05","0.12865889129737526","9.35021012335576e-05","3","1","2","1.0","1.0"
"ybtP","ybtP;","yersiniabactin ABC transporter ATP-binding/permease protein YbtP;hypothetical protein","72","108","4","45","94.73684210526315","29.411764705882355","7.5","1.1577332070311821e-05","0.12865889129737526","9.35021012335576e-05","3","1","2","1.0","1.0"
"ybtT","ybtT","yersiniabactin biosynthesis thioesterase YbtT","72","108","4","45","94.73684210526315","29.411764705882355","7.5","1.1577332070311821e-05","0.12865889129737526","9.35021012335576e-05","3","1","2","1.0","1.0"
"ybtU","ybtU","yersiniabactin biosynthetic protein YbtU","72","108","4","45","94.73684210526315","29.411764705882355","7.5","1.1577332070311821e-05","0.12865889129737526","9.35021012335576e-05","3","1","2","1.0","1.0"
"irp2","irp2","yersiniabactin non-ribosomal peptide synthetase HMWP2","72","108","4","45","94.73684210526315","29.411764705882355","7.5","1.1577332070311821e-05","0.12865889129737526","9.35021012335576e-05","3","1","2","1.0","1.0"
"ybtA","ybtA","yersiniabactin transcriptional regulator YbtA","72","108","4","45","94.73684210526315","29.411764705882355","7.5","1.1577332070311821e-05","0.12865889129737526","9.35021012335576e-05","3","1","2","1.0","1.0"
"fyuA","fyuA","yersiniabactin receptor FyuA","72","108","4","45","94.73684210526315","29.411764705882355","7.5","1.1577332070311821e-05","0.12865889129737526","9.35021012335576e-05","3","1","2","1.0","1.0"
"ybtX","ybtX","putative signal transducer","72","108","4","45","94.73684210526315","29.411764705882355","7.5","1.1577332070311821e-05","0.12865889129737526","9.35021012335576e-05","3","1","2","1.0","1.0"
"ybtQ","ybtQ","yersiniabactin ABC transporter ATP-binding/permease protein YbtQ","72","108","4","45","94.73684210526315","29.411764705882355","7.5","1.1577332070311821e-05","0.12865889129737526","9.35021012335576e-05","3","1","2","1.0","1.0"
"group_2114","","Pilin","4","45","72","108","5.263157894736842","70.58823529411765","0.13333333333333333","1.1577332070311821e-05","0.12865889129737526","9.35021012335576e-05","3","3","1","0.25","1.0"
"group_10397","rbsA;","Ribose ABC transport system ATP-binding protein RbsA (TC 3-A1-21);hypothetical protein","76","126","0","27","100.0","17.647058823529413","inf","1.238365750807789e-05","0.1376195858872696","9.844033325269643e-05","1","1","0","1.0","1.0"
"group_9978","","Short chain dehydrogenase;hypothetical protein","76","126","0","27","100.0","17.647058823529413","inf","1.238365750807789e-05","0.1376195858872696","9.844033325269643e-05","1","1","0","1.0","1.0"
"group_6239","","Ribose ABC transporter permease protein","76","126","0","27","100.0","17.647058823529413","inf","1.238365750807789e-05","0.1376195858872696","9.844033325269643e-05","1","1","0","1.0","1.0"
"group_5446","","Glucose 1-dehydrogenase","76","126","0","27","100.0","17.647058823529413","inf","1.238365750807789e-05","0.1376195858872696","9.844033325269643e-05","1","1","0","1.0","1.0"
"group_10537","","Integrase catalytic domain-containing protein;hypothetical protein","0","27","76","126","0.0","82.35294117647058","0.0","1.238365750807789e-05","0.1376195858872696","9.844033325269643e-05","1","0","1","1.0","1.0"
"group_10411","","hypothetical protein","0","27","76","126","0.0","82.35294117647058","0.0","1.238365750807789e-05","0.1376195858872696","9.844033325269643e-05","1","0","1","1.0","1.0"
"group_9564","","Portal protein","0","27","76","126","0.0","82.35294117647058","0.0","1.238365750807789e-05","0.1376195858872696","9.844033325269643e-05","1","0","1","1.0","1.0"
"group_8771","","hypothetical protein","0","27","76","126","0.0","82.35294117647058","0.0","1.238365750807789e-05","0.1376195858872696","9.844033325269643e-05","1","0","1","1.0","1.0"
"group_8536","","hypothetical protein","0","27","76","126","0.0","82.35294117647058","0.0","1.238365750807789e-05","0.1376195858872696","9.844033325269643e-05","1","0","1","1.0","1.0"
"group_6766","","Lipoprotein","0","27","76","126","0.0","82.35294117647058","0.0","1.238365750807789e-05","0.1376195858872696","9.844033325269643e-05","1","0","1","1.0","1.0"
"group_6061","","Prophage protein","0","27","76","126","0.0","82.35294117647058","0.0","1.238365750807789e-05","0.1376195858872696","9.844033325269643e-05","1","0","1","1.0","1.0"
"group_5958","","hypothetical protein","0","27","76","126","0.0","82.35294117647058","0.0","1.238365750807789e-05","0.1376195858872696","9.844033325269643e-05","1","0","1","1.0","1.0"
"group_5268","","Phosphoribosyltransferase","0","27","76","126","0.0","82.35294117647058","0.0","1.238365750807789e-05","0.1376195858872696","9.844033325269643e-05","1","0","1","1.0","1.0"
"group_4170","","Lipoprotein","0","27","76","126","0.0","82.35294117647058","0.0","1.238365750807789e-05","0.1376195858872696","9.844033325269643e-05","1","0","1","1.0","1.0"
"group_3649","","Yip1 domain-containing protein","0","27","76","126","0.0","82.35294117647058","0.0","1.238365750807789e-05","0.1376195858872696","9.844033325269643e-05","1","0","1","1.0","1.0"
"group_3265","dprA","DNA-processing protein DprA","0","27","76","126","0.0","82.35294117647058","0.0","1.238365750807789e-05","0.1376195858872696","9.844033325269643e-05","1","0","1","1.0","1.0"
"group_1772","","DUF2282 domain-containing protein","0","27","76","126","0.0","82.35294117647058","0.0","1.238365750807789e-05","0.1376195858872696","9.844033325269643e-05","1","0","1","1.0","1.0"
"group_1435","","Bro-N domain-containing protein","0","27","76","126","0.0","82.35294117647058","0.0","1.238365750807789e-05","0.1376195858872696","9.844033325269643e-05","1","0","1","1.0","1.0"
"group_1217","","Putative phage tail protein","0","27","76","126","0.0","82.35294117647058","0.0","1.238365750807789e-05","0.1376195858872696","9.844033325269643e-05","1","0","1","1.0","1.0"
"group_1070","","NTP pyrophosphohydrolase","0","27","76","126","0.0","82.35294117647058","0.0","1.238365750807789e-05","0.1376195858872696","9.844033325269643e-05","1","0","1","1.0","1.0"
"group_694","","AAA family ATPase","0","27","76","126","0.0","82.35294117647058","0.0","1.238365750807789e-05","0.1376195858872696","9.844033325269643e-05","1","0","1","1.0","1.0"
"group_259","","Tail protein (Tape measure)","0","27","76","126","0.0","82.35294117647058","0.0","1.238365750807789e-05","0.1376195858872696","9.844033325269643e-05","1","0","1","1.0","1.0"
"ybtS","ybtS;","yersiniabactin biosynthesis salicylate synthase YbtS;hypothetical protein","72","109","4","44","94.73684210526315","28.75816993464052","7.26605504587156","1.2776096050753703e-05","0.1419807554120259","0.00010141482529430424","3","1","2","1.0","1.0"
"group_395","","Hok/Gef family protein","4","44","72","109","5.263157894736842","71.24183006535948","0.13762626262626262","1.2776096050753706e-05","0.14198075541202593","0.00010141482529430424","3","3","1","0.25","1.0"
"group_8653","","hypothetical protein","1","32","75","121","1.3157894736842104","79.08496732026144","0.050416666666666665","1.3575764622339048e-05","0.15086747224805383","0.00010768556191866798","2","1","1","1.0","1.0"
"group_7753","","TrbC/VirB2 family protein","70","102","6","51","92.10526315789474","33.33333333333333","5.833333333333333","1.6728752157954877e-05","0.18590662273135256","0.0001326010147869847","3","1","3","0.25","1.0"
"group_10262","","hypothetical protein","73","113","3","40","96.05263157894737","26.143790849673206","8.613569321533923","2.123203917154155e-05","0.23595165131334123","0.00016805673170465903","3","1","2","1.0","1.0"
"group_1093","","hypothetical protein;Invertase","3","40","73","113","3.9473684210526314","73.8562091503268","0.1160958904109589","2.1232039171541552e-05","0.23595165131334128","0.00016805673170465903","3","2","1","1.0","1.0"
"group_1080","","hypothetical protein","3","39","73","114","3.9473684210526314","74.50980392156863","0.12012644889357219","2.2874408931346662e-05","0.2542033064540555","0.0001809276202519968","3","3","1","0.25","1.0"
"group_9049","","Holin","11","64","65","89","14.473684210526317","58.16993464052288","0.23533653846153846","2.3804275738896395e-05","0.2645369162863556","0.00018653723968601964","3","2","2","1.0","1.0"
"group_1863","","Glycoside hydrolase family 108 protein","11","64","65","89","14.473684210526317","58.16993464052288","0.23533653846153846","2.3804275738896395e-05","0.2645369162863556","0.00018653723968601964","3","2","2","1.0","1.0"
"group_1302","","Holin;hypothetical protein","11","64","65","89","14.473684210526317","58.16993464052288","0.23533653846153846","2.3804275738896395e-05","0.2645369162863556","0.00018653723968601964","3","2","2","1.0","1.0"
"group_9926","","Apulose-4-phosphate transketolase subunit B;hypothetical protein","76","127","0","26","100.0","16.99346405228758","inf","2.4430507397970165e-05","0.27149622871364243","0.00018653723968601964","1","1","0","1.0","1.0"
"group_9924","","DNA-binding transcriptional regulator","76","127","0","26","100.0","16.99346405228758","inf","2.4430507397970165e-05","0.27149622871364243","0.00018653723968601964","1","1","0","1.0","1.0"
"group_8842","gstB","Glutathione S-transferase GstB","76","127","0","26","100.0","16.99346405228758","inf","2.4430507397970165e-05","0.27149622871364243","0.00018653723968601964","1","1","0","1.0","1.0"
"group_8227","","Lipoprotein","76","127","0","26","100.0","16.99346405228758","inf","2.4430507397970165e-05","0.27149622871364243","0.00018653723968601964","1","1","0","1.0","1.0"
"group_6998","","Periplasmic binding protein domain-containing protein","76","127","0","26","100.0","16.99346405228758","inf","2.4430507397970165e-05","0.27149622871364243","0.00018653723968601964","1","1","0","1.0","1.0"
"group_5167","","Apulose-4-phosphate transketolase subunit A","76","127","0","26","100.0","16.99346405228758","inf","2.4430507397970165e-05","0.27149622871364243","0.00018653723968601964","1","1","0","1.0","1.0"
"group_10463","","DUF2971 domain-containing protein;hypothetical protein","0","26","76","127","0.0","83.00653594771242","0.0","2.4430507397970165e-05","0.27149622871364243","0.00018653723968601964","1","0","1","1.0","1.0"
"group_10346","","hypothetical protein","0","26","76","127","0.0","83.00653594771242","0.0","2.4430507397970165e-05","0.27149622871364243","0.00018653723968601964","1","0","1","1.0","1.0"
"group_10223","","Secreted protein","0","26","76","127","0.0","83.00653594771242","0.0","2.4430507397970165e-05","0.27149622871364243","0.00018653723968601964","1","0","1","1.0","1.0"
"group_9752","lysM","LysM domain-containing protein","0","26","76","127","0.0","83.00653594771242","0.0","2.4430507397970165e-05","0.27149622871364243","0.00018653723968601964","1","0","1","1.0","1.0"
"group_9709","","Ren exclusion protein","0","26","76","127","0.0","83.00653594771242","0.0","2.4430507397970165e-05","0.27149622871364243","0.00018653723968601964","1","0","1","1.0","1.0"
"group_9224","","hypothetical protein","0","26","76","127","0.0","83.00653594771242","0.0","2.4430507397970165e-05","0.27149622871364243","0.00018653723968601964","1","0","1","1.0","1.0"
"group_9055","","Lipoprotein","0","26","76","127","0.0","83.00653594771242","0.0","2.4430507397970165e-05","0.27149622871364243","0.00018653723968601964","1","0","1","1.0","1.0"
"group_9054","","ATP-binding component of an ABC superfamily ribose transporter;hypothetical protein","0","26","76","127","0.0","83.00653594771242","0.0","2.4430507397970165e-05","0.27149622871364243","0.00018653723968601964","1","0","1","1.0","1.0"
"group_8900","","Transposase (putative) YhgA-like domain-containing protein","0","26","76","127","0.0","83.00653594771242","0.0","2.4430507397970165e-05","0.27149622871364243","0.00018653723968601964","1","0","1","1.0","1.0"
"group_8746","","Phage protein","0","26","76","127","0.0","83.00653594771242","0.0","2.4430507397970165e-05","0.27149622871364243","0.00018653723968601964","1","0","1","1.0","1.0"
"ecsC","ecsC","EcsC family protein","0","26","76","127","0.0","83.00653594771242","0.0","2.4430507397970165e-05","0.27149622871364243","0.00018653723968601964","1","0","1","1.0","1.0"
"group_5821","","Periplasmic binding protein domain-containing protein","0","26","76","127","0.0","83.00653594771242","0.0","2.4430507397970165e-05","0.27149622871364243","0.00018653723968601964","1","0","1","1.0","1.0"
"group_5785","","hypothetical protein","0","26","76","127","0.0","83.00653594771242","0.0","2.4430507397970165e-05","0.27149622871364243","0.00018653723968601964","1","0","1","1.0","1.0"
"group_5521","","hypothetical protein","0","26","76","127","0.0","83.00653594771242","0.0","2.4430507397970165e-05","0.27149622871364243","0.00018653723968601964","1","0","1","1.0","1.0"
"group_5377","","Apulose-4-phosphate transketolase subunit B","0","26","76","127","0.0","83.00653594771242","0.0","2.4430507397970165e-05","0.27149622871364243","0.00018653723968601964","1","0","1","1.0","1.0"
"group_3499","","Apulose-4-phosphate transketolase subunit A","0","26","76","127","0.0","83.00653594771242","0.0","2.4430507397970165e-05","0.27149622871364243","0.00018653723968601964","1","0","1","1.0","1.0"
"group_3229","","hypothetical protein","0","26","76","127","0.0","83.00653594771242","0.0","2.4430507397970165e-05","0.27149622871364243","0.00018653723968601964","1","0","1","1.0","1.0"
"group_3042","","DNA-binding transcriptional regulator","0","26","76","127","0.0","83.00653594771242","0.0","2.4430507397970165e-05","0.27149622871364243","0.00018653723968601964","1","0","1","1.0","1.0"
"group_2911","","Phage capsid protein","0","26","76","127","0.0","83.00653594771242","0.0","2.4430507397970165e-05","0.27149622871364243","0.00018653723968601964","1","0","1","1.0","1.0"
"group_2844","","hypothetical protein","0","26","76","127","0.0","83.00653594771242","0.0","2.4430507397970165e-05","0.27149622871364243","0.00018653723968601964","1","0","1","1.0","1.0"
"group_2637","","Ribose ABC transporter permease protein","0","26","76","127","0.0","83.00653594771242","0.0","2.4430507397970165e-05","0.27149622871364243","0.00018653723968601964","1","0","1","1.0","1.0"
"group_2530","tnp","IS5 family ISKpn26 transposase","0","26","76","127","0.0","83.00653594771242","0.0","2.4430507397970165e-05","0.27149622871364243","0.00018653723968601964","1","0","1","1.0","1.0"
"group_2073","","Pentose isomerase","0","26","76","127","0.0","83.00653594771242","0.0","2.4430507397970165e-05","0.27149622871364243","0.00018653723968601964","1","0","1","1.0","1.0"
"group_1995","","ATP:glycerol 3-phosphotransferase","0","26","76","127","0.0","83.00653594771242","0.0","2.4430507397970165e-05","0.27149622871364243","0.00018653723968601964","1","0","1","1.0","1.0"
"insB","insB;","IS150 conserved protein InsB;Integrase catalytic domain-containing protein","0","26","76","127","0.0","83.00653594771242","0.0","2.4430507397970165e-05","0.27149622871364243","0.00018653723968601964","1","0","1","1.0","1.0"
"group_751","","Hok/Gef family protein","0","26","76","127","0.0","83.00653594771242","0.0","2.4430507397970165e-05","0.27149622871364243","0.00018653723968601964","1","0","1","1.0","1.0"
"arsR","arsR","ArsR family transcriptional regulator","0","26","76","127","0.0","83.00653594771242","0.0","2.4430507397970165e-05","0.27149622871364243","0.00018653723968601964","1","0","1","1.0","1.0"
"group_10152","","Putative lipopolysaccharide glycosyltransferase;hypothetical protein","76","128","0","25","100.0","16.33986928104575","inf","2.469146761253801e-05","0.2743962795781349","0.00018653723968601964","1","1","0","1.0","1.0"
"group_7816","","Heptosyl transferase","76","128","0","25","100.0","16.33986928104575","inf","2.469146761253801e-05","0.2743962795781349","0.00018653723968601964","1","1","0","1.0","1.0"
"group_7814","","O-antigen ligase-related domain-containing protein","76","128","0","25","100.0","16.33986928104575","inf","2.469146761253801e-05","0.2743962795781349","0.00018653723968601964","1","1","0","1.0","1.0"
"group_10585","","Ubiquitin-activating enzyme E1 FCCH domain-containing protein;Internal virion protein A","0","25","76","128","0.0","83.66013071895425","0.0","2.469146761253801e-05","0.2743962795781349","0.00018653723968601964","1","0","1","1.0","1.0"
"group_10410","","hypothetical protein","0","25","76","128","0.0","83.66013071895425","0.0","2.469146761253801e-05","0.2743962795781349","0.00018653723968601964","1","0","1","1.0","1.0"
"group_10221","","Type VI secretion protein","0","25","76","128","0.0","83.66013071895425","0.0","2.469146761253801e-05","0.2743962795781349","0.00018653723968601964","1","0","1","1.0","1.0"
"group_9663","","hypothetical protein","0","25","76","128","0.0","83.66013071895425","0.0","2.469146761253801e-05","0.2743962795781349","0.00018653723968601964","1","0","1","1.0","1.0"
"group_9222","","Internal virion protein A;hypothetical protein","0","25","76","128","0.0","83.66013071895425","0.0","2.469146761253801e-05","0.2743962795781349","0.00018653723968601964","1","0","1","1.0","1.0"
"group_8719","","Phage protein","0","25","76","128","0.0","83.66013071895425","0.0","2.469146761253801e-05","0.2743962795781349","0.00018653723968601964","1","0","1","1.0","1.0"
"group_8674","tnp","IS1182 family ISCfr1 transposase","0","25","76","128","0.0","83.66013071895425","0.0","2.469146761253801e-05","0.2743962795781349","0.00018653723968601964","1","0","1","1.0","1.0"
