"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"group_4668","","hypothetical protein","23","0","53","153","30.263157894736842","100.0","inf","7.321997778451166e-13","8.13693613119278e-09","1.3698545675408721e-11","3","3","0","0.25","0.25"
"group_397","","Pesticin C-terminal domain-containing protein;hypothetical protein","74","84","2","69","97.36842105263158","45.09803921568628","30.392857142857142","7.965122355220285e-13","8.851640473356302e-09","1.487670667790975e-11","2","1","2","0.5","1.0"
"group_1727","","hypothetical protein;Transposase;Integrase catalytic domain-containing protein","73","80","3","73","96.05263157894737","47.712418300653596","22.204166666666666","8.338437198174095e-13","9.266505258330872e-09","1.5547827614649114e-11","2","2","1","0.5","1.0"
"group_1583",";tnp","Transposase;hypothetical protein;IS3 family IS1230B transposase ORF A","72","77","4","76","94.73684210526315","49.673202614379086","17.766233766233768","9.214135349479501e-13","1.023966861387657e-08","1.715187372508638e-11","2","2","1","0.5","1.0"
"group_1026","","Phage minor tail protein L;Gp18","50","27","26","126","65.78947368421053","82.35294117647058","8.974358974358974","1.035531815852471e-12","1.150786506956851e-08","1.9243921521017575e-11","3","1","3","0.25","1.0"
"group_1607","","Transposase IS5;IS5-like element IS903B family transposase","63","52","13","101","82.89473684210526","66.01307189542483","9.412721893491124","1.4932607983349075e-12","1.6594607251895827e-08","2.7703851839558978e-11","3","3","1","0.25","1.0"
"group_436","","hypothetical protein","46","22","30","131","60.526315789473685","85.62091503267973","9.13030303030303","1.7953311863666604e-12","1.9951515474092698e-08","3.3252525790154495e-11","3","2","1","1.0","1.0"
"group_1412","","Rho-GAP domain-containing protein","72","78","4","75","94.73684210526315","49.01960784313725","17.307692307692307","1.9336630123018686e-12","2.1488797055710667e-08","3.5695676172276856e-11","2","2","1","0.5","1.0"
"group_1312","","AbrB/MazE/SpoVT family DNA-binding domain-containing protein","72","78","4","75","94.73684210526315","49.01960784313725","17.307692307692307","1.9336630123018686e-12","2.1488797055710667e-08","3.5695676172276856e-11","2","2","1","0.5","1.0"
"group_7458","","Dihydroorotase","70","71","6","82","92.10526315789474","53.59477124183007","13.474178403755868","2.2603227262243777e-12","2.511896645653151e-08","4.1587692808827e-11","3","3","1","0.25","1.0"
"group_2699","","ATP-grasp domain-containing protein","70","71","6","82","92.10526315789474","53.59477124183007","13.474178403755868","2.2603227262243777e-12","2.511896645653151e-08","4.1587692808827e-11","3","2","2","1.0","1.0"
"group_8396","","hypothetical protein","26","2","50","151","34.21052631578947","98.69281045751634","39.26","2.624101581980533e-12","2.916164088054966e-08","4.788446778415379e-11","3","1","2","1.0","1.0"
"group_6392","","Mobilization protein","26","2","50","151","34.21052631578947","98.69281045751634","39.26","2.624101581980533e-12","2.916164088054966e-08","4.788446778415379e-11","3","1","2","1.0","1.0"
"repL","repL","Plasmid replication protein RepL domain-containing protein","26","2","50","151","34.21052631578947","98.69281045751634","39.26","2.624101581980533e-12","2.916164088054966e-08","4.788446778415379e-11","3","1","2","1.0","1.0"
"group_1143","","hypothetical protein","26","2","50","151","34.21052631578947","98.69281045751634","39.26","2.624101581980533e-12","2.916164088054966e-08","4.788446778415379e-11","3","1","2","1.0","1.0"
"group_854","","hypothetical protein","26","2","50","151","34.21052631578947","98.69281045751634","39.26","2.624101581980533e-12","2.916164088054966e-08","4.788446778415379e-11","3","1","2","1.0","1.0"
"group_8910","terZ","Tellurium resistance protein TerZ","70","72","6","81","92.10526315789474","52.94117647058824","13.125","2.7187991757541864e-12","3.021401524015627e-08","4.920849387647601e-11","3","2","2","1.0","1.0"
"group_8909","","Adenine/guanine phosphoribosyltransferase","70","72","6","81","92.10526315789474","52.94117647058824","13.125","2.7187991757541864e-12","3.021401524015627e-08","4.920849387647601e-11","3","2","2","1.0","1.0"
"terA","terA","tellurium resistance system protein TerA","70","72","6","81","92.10526315789474","52.94117647058824","13.125","2.7187991757541864e-12","3.021401524015627e-08","4.920849387647601e-11","3","2","2","1.0","1.0"
"group_3690","","Sucrose phosphatase-like domain-containing protein","70","72","6","81","92.10526315789474","52.94117647058824","13.125","2.7187991757541864e-12","3.021401524015627e-08","4.920849387647601e-11","3","2","2","1.0","1.0"
"stiP","stiP","Cysteine protease StiP","70","72","6","81","92.10526315789474","52.94117647058824","13.125","2.7187991757541864e-12","3.021401524015627e-08","4.920849387647601e-11","3","2","2","1.0","1.0"
"group_1647","","Plasmid stable inheritance protein;mRNA interferase","1","62","75","91","1.3157894736842104","59.47712418300654","0.01956989247311828","3.2426265736748873e-12","3.603530911324902e-08","5.849887843059906e-11","2","1","1","1.0","1.0"
"pemI",";pemI","Antitoxin;type II toxin-antitoxin system antitoxin PemI","1","62","75","91","1.3157894736842104","59.47712418300654","0.01956989247311828","3.2426265736748873e-12","3.603530911324902e-08","5.849887843059906e-11","2","1","1","1.0","1.0"
"group_10393","","hypothetical protein","71","75","5","78","93.42105263157895","50.98039215686274","14.768","3.3810185201854046e-12","3.75732588148204e-08","6.069993346497642e-11","3","2","2","1.0","1.0"
"group_9280","","Transposase;Integrase;HTH-like domain-containing protein","71","75","5","78","93.42105263157895","50.98039215686274","14.768","3.3810185201854046e-12","3.75732588148204e-08","6.069993346497642e-11","3","2","2","1.0","1.0"
"group_946","","hypothetical protein","71","75","5","78","93.42105263157895","50.98039215686274","14.768","3.3810185201854046e-12","3.75732588148204e-08","6.069993346497642e-11","3","2","2","1.0","1.0"
"group_6625","","Core-binding (CB) domain-containing protein","72","79","4","74","94.73684210526315","48.36601307189542","16.860759493670887","4.423056303813753e-12","4.915342470428223e-08","7.915205266390054e-11","3","3","1","0.25","1.0"
"group_5621","","YdgH/BhsA/McbA-like domain-containing protein","72","79","4","74","94.73684210526315","48.36601307189542","16.860759493670887","4.423056303813753e-12","4.915342470428223e-08","7.915205266390054e-11","2","2","1","0.5","1.0"
"group_9430","","hypothetical protein","72","80","4","73","94.73684210526315","47.712418300653596","16.425","5.576539947423346e-12","6.197208843571564e-08","9.883905651629289e-11","3","3","1","0.25","1.0"
"group_7957","","hypothetical protein","72","80","4","73","94.73684210526315","47.712418300653596","16.425","5.576539947423346e-12","6.197208843571564e-08","9.883905651629289e-11","3","3","1","0.25","1.0"
"group_7328","","hypothetical protein","72","80","4","73","94.73684210526315","47.712418300653596","16.425","5.576539947423346e-12","6.197208843571564e-08","9.883905651629289e-11","3","1","3","0.25","1.0"
"group_6808","","Inner membrane protein","72","80","4","73","94.73684210526315","47.712418300653596","16.425","5.576539947423346e-12","6.197208843571564e-08","9.883905651629289e-11","3","3","1","0.25","1.0"
